Age,Gender,Education_Level_Code,Education_Level,Job Title,Years of Experience,Salary,Country,Race,Senior,PPP_Index,Salary_PPP_Adjusted,Fake_Job_Risk
28.0,Male,,Bachelor's Degree,Front end Developer,2.0,70000.0,China,Korean,0.0,1.0,70000.0,0
28.0,Male,,Bachelor's Degree,Front end Developer,2.0,70000.0,China,White,0.0,1.0,70000.0,0
28.0,Female,,Bachelor's Degree,Front end Developer,2.0,65000.0,China,White,0.0,1.0,65000.0,0
27.0,Male,,Bachelor's Degree,Front end Developer,2.0,65000.0,China,White,0.0,1.0,65000.0,0
27.0,Male,,Bachelor's Degree,Front end Developer,2.0,65000.0,China,Chinese,0.0,1.0,65000.0,0
23.0,Other,5.0,High School,Front end Developer,2.0,62852.0,China,White,0.0,1.0,62852.0,0
23.0,Other,5.0,High School,Front end Developer,2.0,62852.0,China,Chinese,0.0,1.0,62852.0,0
27.0,Male,1.0,Bachelors,Front end Developer,3.0,80000.0,China,Chinese,0.0,1.0,80000.0,0
27.0,Male,,Bachelor's Degree,Front end Developer,3.0,80000.0,China,Chinese,0.0,1.0,80000.0,0
30.0,Female,2.0,Masters,Front end Developer,4.0,90000.0,China,Chinese,0.0,1.0,90000.0,0
29.0,Female,1.0,Bachelors,Front end Developer,4.0,90000.0,China,Korean,0.0,1.0,90000.0,0
29.0,Female,1.0,Bachelors,Front end Developer,4.0,90000.0,China,White,0.0,1.0,90000.0,0
29.0,Female,1.0,Bachelors,Front end Developer,4.0,90000.0,China,Chinese,0.0,1.0,90000.0,0
26.0,Male,2.0,Masters,Front end Developer,4.0,75656.0,China,Chinese,0.0,1.0,75656.0,0
30.0,Female,,Master's Degree,Front end Developer,4.0,90000.0,China,Chinese,0.0,1.0,90000.0,0
29.0,Female,,Bachelor's Degree,Front end Developer,4.0,90000.0,China,Korean,0.0,1.0,90000.0,0
29.0,Female,,Bachelor's Degree,Front end Developer,4.0,90000.0,China,White,0.0,1.0,90000.0,0
29.0,Female,,Bachelor's Degree,Front end Developer,4.0,90000.0,China,Chinese,0.0,1.0,90000.0,0
26.0,Male,,Master's Degree,Front end Developer,4.0,75656.0,China,Chinese,0.0,1.0,75656.0,0
29.0,Male,1.0,Bachelors,Front end Developer,5.0,105000.0,China,White,0.0,1.0,105000.0,0
30.0,Female,2.0,Masters,Front end Developer,5.0,105000.0,China,White,0.0,1.0,105000.0,0
30.0,Female,2.0,Masters,Front end Developer,5.0,105000.0,China,Chinese,0.0,1.0,105000.0,0
30.0,Male,2.0,Masters,Front end Developer,5.0,105000.0,China,White,0.0,1.0,105000.0,0
27.0,Female,2.0,Masters,Front end Developer,5.0,78354.0,China,Korean,0.0,1.0,78354.0,0
27.0,Female,2.0,Masters,Front end Developer,5.0,78354.0,China,White,0.0,1.0,78354.0,0
29.0,Male,,Bachelor's Degree,Front end Developer,5.0,105000.0,China,White,0.0,1.0,105000.0,0
30.0,Female,,Master's Degree,Front end Developer,5.0,105000.0,China,White,0.0,1.0,105000.0,0
30.0,Female,,Master's Degree,Front end Developer,5.0,105000.0,China,Chinese,0.0,1.0,105000.0,0
30.0,Male,,Master's Degree,Front end Developer,5.0,105000.0,China,White,0.0,1.0,105000.0,0
27.0,Female,,Master's Degree,Front end Developer,5.0,78354.0,China,Korean,0.0,1.0,78354.0,0
27.0,Female,,Master's Degree,Front end Developer,5.0,78354.0,China,White,0.0,1.0,78354.0,0
31.0,Female,1.0,Bachelors,Front end Developer,6.0,110000.0,China,Chinese,0.0,1.0,110000.0,0
31.0,Female,,Bachelor's Degree,Front end Developer,6.0,110000.0,China,Chinese,0.0,1.0,110000.0,0
36.0,Male,2.0,Masters,Front end Developer,8.0,106492.0,China,Chinese,0.0,1.0,106492.0,0
36.0,Male,,Master's Degree,Front end Developer,8.0,106492.0,China,Chinese,0.0,1.0,106492.0,0
34.0,Male,2.0,Masters,Front end Developer,9.0,150000.0,China,White,0.0,1.0,150000.0,0
34.0,Male,,Master's Degree,Front end Developer,9.0,150000.0,China,White,0.0,1.0,150000.0,0
33.0,Female,2.0,Masters,Front end Developer,10.0,119419.0,China,Chinese,0.0,1.0,119419.0,0
35.0,Male,1.0,Bachelors,Front end Developer,10.0,128999.0,China,Korean,0.0,1.0,128999.0,0
33.0,Female,,Master's Degree,Front end Developer,10.0,119419.0,China,Chinese,0.0,1.0,119419.0,0
35.0,Male,,Bachelor's Degree,Front end Developer,10.0,128999.0,China,Korean,0.0,1.0,128999.0,0
38.0,Male,1.0,Bachelors,Front end Developer,11.0,136062.0,China,White,0.0,1.0,136062.0,0
38.0,Male,,Bachelor's Degree,Front end Developer,11.0,136062.0,China,White,0.0,1.0,136062.0,0
36.0,Male,1.0,Bachelors,Front end Developer,12.0,137878.0,China,Chinese,0.0,1.0,137878.0,0
36.0,Male,,Bachelor's Degree,Front end Developer,12.0,137878.0,China,Chinese,0.0,1.0,137878.0,0
48.0,Male,1.0,Bachelors,Front end Developer,23.0,173851.0,China,Korean,0.0,1.0,173851.0,0
48.0,Male,,Bachelor's Degree,Front end Developer,23.0,173851.0,China,Korean,0.0,1.0,173851.0,0
24.0,Female,1.0,Bachelors,Front end Developer,1.0,55000.0,UK,Welsh,0.0,1.2,45833.333333333336,0
24.0,Male,1.0,Bachelors,Front end Developer,1.0,55000.0,UK,Welsh,0.0,1.2,45833.333333333336,0
26.0,Female,2.0,Masters,Front end Developer,1.0,55000.0,UK,Mixed,0.0,1.2,45833.333333333336,0
25.0,Female,1.0,Bachelors,Front end Developer,1.0,55000.0,UK,Asian,0.0,1.2,45833.333333333336,0
25.0,Female,1.0,Bachelors,Front end Developer,1.0,55000.0,UK,White,0.0,1.2,45833.333333333336,0
25.0,Female,1.0,Bachelors,Front end Developer,1.0,55000.0,UK,Mixed,0.0,1.2,45833.333333333336,0
25.0,Female,1.0,Bachelors,Front end Developer,1.0,550.0,UK,Mixed,0.0,1.2,458.33333333333337,0
24.0,Female,1.0,Bachelors,Front end Developer,1.0,51265.0,UK,Mixed,0.0,1.2,42720.833333333336,0
24.0,Female,,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Welsh,0.0,1.2,45833.333333333336,0
24.0,Male,,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Welsh,0.0,1.2,45833.333333333336,0
26.0,Female,,Master's Degree,Front end Developer,1.0,55000.0,UK,Mixed,0.0,1.2,45833.333333333336,0
25.0,Female,,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Asian,0.0,1.2,45833.333333333336,0
25.0,Female,,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,White,0.0,1.2,45833.333333333336,0
25.0,Female,,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Mixed,0.0,1.2,45833.333333333336,0
25.0,Female,,Bachelor's Degree,Front end Developer,1.0,550.0,UK,Mixed,0.0,1.2,458.33333333333337,0
24.0,Female,,Bachelor's Degree,Front end Developer,1.0,51265.0,UK,Mixed,0.0,1.2,42720.833333333336,0
28.0,Female,1.0,Bachelors,Front end Developer,2.0,70000.0,UK,Mixed,0.0,1.2,58333.333333333336,0
27.0,Male,1.0,Bachelors,Front end Developer,2.0,70000.0,UK,Welsh,0.0,1.2,58333.333333333336,0
28.0,Male,1.0,Bachelors,Front end Developer,2.0,70000.0,UK,White,0.0,1.2,58333.333333333336,0
28.0,Male,1.0,Bachelors,Front end Developer,2.0,70000.0,UK,Mixed,0.0,1.2,58333.333333333336,0
28.0,Female,1.0,Bachelors,Front end Developer,2.0,65000.0,UK,Welsh,0.0,1.2,54166.66666666667,0
28.0,Male,1.0,Bachelors,Front end Developer,2.0,65000.0,UK,Asian,0.0,1.2,54166.66666666667,0
27.0,Male,1.0,Bachelors,Front end Developer,2.0,65000.0,UK,Mixed,0.0,1.2,54166.66666666667,0
28.0,Female,1.0,Bachelors,Front end Developer,2.0,55000.0,UK,Mixed,0.0,1.2,45833.333333333336,0
27.0,Male,1.0,Bachelors,Front end Developer,2.0,65000.0,UK,Asian,0.0,1.2,54166.66666666667,0
27.0,Male,1.0,Bachelors,Front end Developer,2.0,65000.0,UK,White,0.0,1.2,54166.66666666667,0
26.0,Female,2.0,Masters,Front end Developer,2.0,65840.0,UK,Asian,0.0,1.2,54866.66666666667,0
28.0,Female,,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,Mixed,0.0,1.2,58333.333333333336,0
27.0,Male,,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,Welsh,0.0,1.2,58333.333333333336,0
28.0,Male,,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,White,0.0,1.2,58333.333333333336,0
28.0,Male,,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,Mixed,0.0,1.2,58333.333333333336,0
28.0,Female,,Bachelor's Degree,Front end Developer,2.0,65000.0,UK,Welsh,0.0,1.2,54166.66666666667,0
28.0,Male,,Bachelor's Degree,Front end Developer,2.0,65000.0,UK,Asian,0.0,1.2,54166.66666666667,0
27.0,Male,,Bachelor's Degree,Front end Developer,2.0,65000.0,UK,Mixed,0.0,1.2,54166.66666666667,0
28.0,Female,,Bachelor's Degree,Front end Developer,2.0,55000.0,UK,Mixed,0.0,1.2,45833.333333333336,0
27.0,Male,,Bachelor's Degree,Front end Developer,2.0,65000.0,UK,Asian,0.0,1.2,54166.66666666667,0
27.0,Male,,Bachelor's Degree,Front end Developer,2.0,65000.0,UK,White,0.0,1.2,54166.66666666667,0
26.0,Female,,Master's Degree,Front end Developer,2.0,65840.0,UK,Asian,0.0,1.2,54866.66666666667,0
29.0,Male,1.0,Bachelors,Front end Developer,3.0,80000.0,UK,Mixed,0.0,1.2,66666.66666666667,0
27.0,Male,1.0,Bachelors,Front end Developer,3.0,80000.0,UK,Mixed,0.0,1.2,66666.66666666667,0
28.0,Female,1.0,Bachelors,Front end Developer,3.0,80000.0,UK,Welsh,0.0,1.2,66666.66666666667,0
29.0,Female,1.0,Bachelors,Front end Developer,3.0,85000.0,UK,White,0.0,1.2,70833.33333333334,0
27.0,Male,1.0,Bachelors,Front end Developer,3.0,80000.0,UK,Welsh,0.0,1.2,66666.66666666667,0
26.0,Male,2.0,Masters,Front end Developer,3.0,73640.0,UK,Asian,0.0,1.2,61366.66666666667,0
29.0,Male,,Bachelor's Degree,Front end Developer,3.0,80000.0,UK,Mixed,0.0,1.2,66666.66666666667,0
27.0,Male,,Bachelor's Degree,Front end Developer,3.0,80000.0,UK,Mixed,0.0,1.2,66666.66666666667,0
28.0,Female,,Bachelor's Degree,Front end Developer,3.0,80000.0,UK,Welsh,0.0,1.2,66666.66666666667,0
29.0,Female,,Bachelor's Degree,Front end Developer,3.0,85000.0,UK,White,0.0,1.2,70833.33333333334,0
27.0,Male,,Bachelor's Degree,Front end Developer,3.0,80000.0,UK,Welsh,0.0,1.2,66666.66666666667,0
26.0,Male,,Master's Degree,Front end Developer,3.0,73640.0,UK,Asian,0.0,1.2,61366.66666666667,0
29.0,Female,1.0,Bachelors,Front end Developer,4.0,90000.0,UK,White,0.0,1.2,75000.0,0
29.0,Female,1.0,Bachelors,Front end Developer,4.0,90000.0,UK,Asian,0.0,1.2,75000.0,0
26.0,Female,2.0,Masters,Front end Developer,4.0,76898.0,UK,White,0.0,1.2,64081.66666666667,0
29.0,Female,,Bachelor's Degree,Front end Developer,4.0,90000.0,UK,White,0.0,1.2,75000.0,0
29.0,Female,,Bachelor's Degree,Front end Developer,4.0,90000.0,UK,Asian,0.0,1.2,75000.0,0
26.0,Female,,Master's Degree,Front end Developer,4.0,76898.0,UK,White,0.0,1.2,64081.66666666667,0
33.0,Female,1.0,Bachelors,Front end Developer,5.0,105000.0,UK,Welsh,0.0,1.2,87500.0,0
31.0,Female,2.0,Masters,Front end Developer,5.0,105000.0,UK,Welsh,0.0,1.2,87500.0,0
30.0,Female,2.0,Masters,Front end Developer,5.0,105000.0,UK,White,0.0,1.2,87500.0,0
30.0,Female,2.0,Masters,Front end Developer,5.0,105000.0,UK,Asian,0.0,1.2,87500.0,0
30.0,Female,2.0,Masters,Front end Developer,5.0,105000.0,UK,Welsh,0.0,1.2,87500.0,0
33.0,Female,,Bachelor's Degree,Front end Developer,5.0,105000.0,UK,Welsh,0.0,1.2,87500.0,0
31.0,Female,,Master's Degree,Front end Developer,5.0,105000.0,UK,Welsh,0.0,1.2,87500.0,0
30.0,Female,,Master's Degree,Front end Developer,5.0,105000.0,UK,White,0.0,1.2,87500.0,0
30.0,Female,,Master's Degree,Front end Developer,5.0,105000.0,UK,Asian,0.0,1.2,87500.0,0
30.0,Female,,Master's Degree,Front end Developer,5.0,105000.0,UK,Welsh,0.0,1.2,87500.0,0
36.0,Male,1.0,Bachelors,Front end Developer,7.0,120000.0,UK,Asian,0.0,1.2,100000.0,0
36.0,Male,,Bachelor's Degree,Front end Developer,7.0,120000.0,UK,Asian,0.0,1.2,100000.0,0
38.0,Male,1.0,Bachelors,Front end Developer,11.0,136062.0,UK,Asian,0.0,1.2,113385.0,0
38.0,Male,,Bachelor's Degree,Front end Developer,11.0,136062.0,UK,Asian,0.0,1.2,113385.0,0
36.0,Male,1.0,Bachelors,Front end Developer,12.0,137878.0,UK,Mixed,0.0,1.2,114898.33333333334,0
36.0,Male,,Bachelor's Degree,Front end Developer,12.0,137878.0,UK,Mixed,0.0,1.2,114898.33333333334,0
36.0,Male,1.0,Bachelors,Front end Developer,14.0,139095.0,UK,Asian,0.0,1.2,115912.5,0
36.0,Male,,Bachelor's Degree,Front end Developer,14.0,139095.0,UK,Asian,0.0,1.2,115912.5,0
49.0,Male,2.0,Masters,Front end Developer,24.0,174726.0,UK,Asian,0.0,1.2,145605.0,0
49.0,Male,,Master's Degree,Front end Developer,24.0,174726.0,UK,Asian,0.0,1.2,145605.0,0
24.0,Male,1.0,Bachelors,Front end Developer,1.0,60000.0,USA,Asian,0.0,1.0,60000.0,0
23.0,Female,1.0,Bachelors,Front end Developer,1.0,55000.0,USA,African American,0.0,1.0,55000.0,0
24.0,Female,1.0,Bachelors,Front end Developer,1.0,55000.0,USA,White,0.0,1.0,55000.0,0
25.0,Male,1.0,Bachelors,Front end Developer,1.0,55000.0,USA,White,0.0,1.0,55000.0,0
24.0,Male,1.0,Bachelors,Front end Developer,1.0,60000.0,USA,Hispanic,0.0,1.0,60000.0,0
23.0,Male,1.0,Bachelors,Front end Developer,1.0,55000.0,USA,African American,0.0,1.0,55000.0,0
25.0,Female,1.0,Bachelors,Front end Developer,1.0,55000.0,USA,White,0.0,1.0,55000.0,0
26.0,Female,2.0,Masters,Front end Developer,1.0,55000.0,USA,Asian,0.0,1.0,55000.0,0
25.0,Female,1.0,Bachelors,Front end Developer,1.0,55000.0,USA,Asian,0.0,1.0,55000.0,0
25.0,Female,1.0,Bachelors,Front end Developer,1.0,55000.0,USA,African American,0.0,1.0,55000.0,0
24.0,Female,1.0,Bachelors,Front end Developer,1.0,51265.0,USA,Asian,0.0,1.0,51265.0,0
23.0,Male,0.0,Unknown,Front end Developer,1.0,47898.0,USA,African American,0.0,1.0,47898.0,0
24.0,Male,,Bachelor's Degree,Front end Developer,1.0,60000.0,USA,Asian,0.0,1.0,60000.0,0
23.0,Female,,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,African American,0.0,1.0,55000.0,0
24.0,Female,,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,White,0.0,1.0,55000.0,0
25.0,Male,,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,White,0.0,1.0,55000.0,0
24.0,Male,,Bachelor's Degree,Front end Developer,1.0,60000.0,USA,Hispanic,0.0,1.0,60000.0,0
23.0,Male,,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,African American,0.0,1.0,55000.0,0
25.0,Female,,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,White,0.0,1.0,55000.0,0
26.0,Female,,Master's Degree,Front end Developer,1.0,55000.0,USA,Asian,0.0,1.0,55000.0,0
25.0,Female,,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,Asian,0.0,1.0,55000.0,0
25.0,Female,,Bachelor's Degree,Front end Developer,1.0,55000.0,USA,African American,0.0,1.0,55000.0,0
24.0,Female,,Bachelor's Degree,Front end Developer,1.0,51265.0,USA,Asian,0.0,1.0,51265.0,0
23.0,Male,5.0,High School,Front end Developer,1.0,47898.0,USA,African American,0.0,1.0,47898.0,0
30.0,Female,1.0,Bachelors,Front end Developer,2.0,75000.0,USA,Asian,0.0,1.0,75000.0,0
27.0,Male,1.0,Bachelors,Front end Developer,2.0,70000.0,USA,African American,0.0,1.0,70000.0,0
28.0,Male,1.0,Bachelors,Front end Developer,2.0,70000.0,USA,White,0.0,1.0,70000.0,0
28.0,Male,1.0,Bachelors,Front end Developer,2.0,70000.0,USA,African American,0.0,1.0,70000.0,0
28.0,Male,1.0,Bachelors,Front end Developer,2.0,70000.0,USA,Hispanic,0.0,1.0,70000.0,0
28.0,Female,1.0,Bachelors,Front end Developer,2.0,65000.0,USA,African American,0.0,1.0,65000.0,0
27.0,Male,1.0,Bachelors,Front end Developer,2.0,65000.0,USA,White,0.0,1.0,65000.0,0
27.0,Male,1.0,Bachelors,Front end Developer,2.0,65000.0,USA,Hispanic,0.0,1.0,65000.0,0
27.0,Male,1.0,Bachelors,Front end Developer,2.0,65000.0,USA,African American,0.0,1.0,65000.0,0
26.0,Female,2.0,Masters,Front end Developer,2.0,65840.0,USA,Asian,0.0,1.0,65840.0,0
30.0,Female,,Bachelor's Degree,Front end Developer,2.0,75000.0,USA,Asian,0.0,1.0,75000.0,0
27.0,Male,,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,African American,0.0,1.0,70000.0,0
28.0,Male,,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,White,0.0,1.0,70000.0,0
28.0,Male,,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,African American,0.0,1.0,70000.0,0
28.0,Male,,Bachelor's Degree,Front end Developer,2.0,70000.0,USA,Hispanic,0.0,1.0,70000.0,0
28.0,Female,,Bachelor's Degree,Front end Developer,2.0,65000.0,USA,African American,0.0,1.0,65000.0,0
27.0,Male,,Bachelor's Degree,Front end Developer,2.0,65000.0,USA,White,0.0,1.0,65000.0,0
27.0,Male,,Bachelor's Degree,Front end Developer,2.0,65000.0,USA,Hispanic,0.0,1.0,65000.0,0
27.0,Male,,Bachelor's Degree,Front end Developer,2.0,65000.0,USA,African American,0.0,1.0,65000.0,0
26.0,Female,,Master's Degree,Front end Developer,2.0,65840.0,USA,Asian,0.0,1.0,65840.0,0
29.0,Male,1.0,Bachelors,Front end Developer,3.0,80000.0,USA,Asian,0.0,1.0,80000.0,0
27.0,Male,1.0,Bachelors,Front end Developer,3.0,80000.0,USA,White,0.0,1.0,80000.0,0
28.0,Female,1.0,Bachelors,Front end Developer,3.0,80000.0,USA,African American,0.0,1.0,80000.0,0
27.0,Male,1.0,Bachelors,Front end Developer,3.0,80000.0,USA,African American,0.0,1.0,80000.0,0
26.0,Male,2.0,Masters,Front end Developer,3.0,73640.0,USA,Asian,0.0,1.0,73640.0,0
26.0,Female,2.0,Masters,Front end Developer,3.0,73218.0,USA,Hispanic,0.0,1.0,73218.0,0
29.0,Male,,Bachelor's Degree,Front end Developer,3.0,80000.0,USA,Asian,0.0,1.0,80000.0,0
27.0,Male,,Bachelor's Degree,Front end Developer,3.0,80000.0,USA,White,0.0,1.0,80000.0,0
28.0,Female,,Bachelor's Degree,Front end Developer,3.0,80000.0,USA,African American,0.0,1.0,80000.0,0
27.0,Male,,Bachelor's Degree,Front end Developer,3.0,80000.0,USA,African American,0.0,1.0,80000.0,0
26.0,Male,,Master's Degree,Front end Developer,3.0,73640.0,USA,Asian,0.0,1.0,73640.0,0
26.0,Female,,Master's Degree,Front end Developer,3.0,73218.0,USA,Hispanic,0.0,1.0,73218.0,0
29.0,Female,1.0,Bachelors,Front end Developer,4.0,90000.0,USA,White,0.0,1.0,90000.0,0
29.0,Female,1.0,Bachelors,Front end Developer,4.0,90000.0,USA,Asian,0.0,1.0,90000.0,0
29.0,Female,1.0,Bachelors,Front end Developer,4.0,90000.0,USA,Hispanic,0.0,1.0,90000.0,0
29.0,Female,,Bachelor's Degree,Front end Developer,4.0,90000.0,USA,White,0.0,1.0,90000.0,0
29.0,Female,,Bachelor's Degree,Front end Developer,4.0,90000.0,USA,Asian,0.0,1.0,90000.0,0
29.0,Female,,Bachelor's Degree,Front end Developer,4.0,90000.0,USA,Hispanic,0.0,1.0,90000.0,0
30.0,Female,2.0,Masters,Front end Developer,5.0,105000.0,USA,African American,0.0,1.0,105000.0,0
28.0,Male,2.0,Masters,Front end Developer,5.0,76742.0,USA,Asian,0.0,1.0,76742.0,0
30.0,Female,,Master's Degree,Front end Developer,5.0,105000.0,USA,African American,0.0,1.0,105000.0,0
28.0,Male,,Master's Degree,Front end Developer,5.0,76742.0,USA,Asian,0.0,1.0,76742.0,0
32.0,Male,1.0,Bachelors,Front end Developer,6.0,110000.0,USA,Hispanic,0.0,1.0,110000.0,0
33.0,Male,1.0,Bachelors,Front end Developer,6.0,110000.0,USA,African American,0.0,1.0,110000.0,0
32.0,Male,1.0,Bachelors,Front end Developer,6.0,110000.0,USA,White,0.0,1.0,110000.0,0
33.0,Male,1.0,Bachelors,Front end Developer,6.0,110000.0,USA,Asian,0.0,1.0,110000.0,0
32.0,Male,1.0,Bachelors,Front end Developer,6.0,110000.0,USA,Asian,0.0,1.0,110000.0,0
31.0,Female,1.0,Bachelors,Front end Developer,6.0,110000.0,USA,Asian,0.0,1.0,110000.0,0
32.0,Male,,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,Hispanic,0.0,1.0,110000.0,0
33.0,Male,,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,African American,0.0,1.0,110000.0,0
32.0,Male,,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,White,0.0,1.0,110000.0,0
33.0,Male,,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,Asian,0.0,1.0,110000.0,0
32.0,Male,,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,Asian,0.0,1.0,110000.0,0
31.0,Female,,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,Asian,0.0,1.0,110000.0,0
31.0,Male,1.0,Bachelors,Front end Developer,7.0,103282.0,USA,White,0.0,1.0,103282.0,0
31.0,Male,,Bachelor's Degree,Front end Developer,7.0,103282.0,USA,White,0.0,1.0,103282.0,0
30.0,Male,2.0,Masters,Front end Developer,8.0,107895.0,USA,White,0.0,1.0,107895.0,0
30.0,Male,,Master's Degree,Front end Developer,8.0,107895.0,USA,White,0.0,1.0,107895.0,0
34.0,Male,2.0,Masters,Front end Developer,9.0,150000.0,USA,Hispanic,0.0,1.0,150000.0,0
33.0,Female,2.0,Masters,Front end Developer,9.0,119918.0,USA,Asian,0.0,1.0,119918.0,0
34.0,Male,,Master's Degree,Front end Developer,9.0,150000.0,USA,Hispanic,0.0,1.0,150000.0,0
33.0,Female,,Master's Degree,Front end Developer,9.0,119918.0,USA,Asian,0.0,1.0,119918.0,0
35.0,Male,1.0,Bachelors,Front end Developer,10.0,128999.0,USA,Asian,0.0,1.0,128999.0,0
35.0,Male,,Bachelor's Degree,Front end Developer,10.0,128999.0,USA,Asian,0.0,1.0,128999.0,0
38.0,Male,1.0,Bachelors,Front end Developer,11.0,136062.0,USA,White,0.0,1.0,136062.0,0
38.0,Male,1.0,Bachelors,Front end Developer,11.0,136062.0,USA,Hispanic,0.0,1.0,136062.0,0
38.0,Male,1.0,Bachelors,Front end Developer,11.0,136662.0,USA,Hispanic,0.0,1.0,136662.0,0
38.0,Male,,Bachelor's Degree,Front end Developer,11.0,136062.0,USA,White,0.0,1.0,136062.0,0
38.0,Male,,Bachelor's Degree,Front end Developer,11.0,136062.0,USA,Hispanic,0.0,1.0,136062.0,0
38.0,Male,,Bachelor's Degree,Front end Developer,11.0,136662.0,USA,Hispanic,0.0,1.0,136662.0,0
41.0,Male,2.0,Masters,Front end Developer,13.0,127346.0,USA,Asian,0.0,1.0,127346.0,0
41.0,Male,,Master's Degree,Front end Developer,13.0,127346.0,USA,Asian,0.0,1.0,127346.0,0
23.0,Male,1.0,Bachelors,Full Stack Engineer,1.0,55000.0,Australia,Asian,0.0,1.05,52380.95238095238,0
23.0,Male,,Bachelor's Degree,Full Stack Engineer,1.0,55000.0,Australia,Asian,0.0,1.05,52380.95238095238,0
27.0,Female,2.0,Masters,Full Stack Engineer,3.0,100000.0,Australia,Asian,0.0,1.05,95238.09523809524,0
27.0,Female,,Master's Degree,Full Stack Engineer,3.0,100000.0,Australia,Asian,0.0,1.05,95238.09523809524,0
28.0,Female,2.0,Masters,Full Stack Engineer,4.0,110000.0,Australia,White,0.0,1.05,104761.90476190476,0
29.0,Male,1.0,Bachelors,Full Stack Engineer,4.0,90000.0,Australia,Asian,0.0,1.05,85714.28571428571,0
29.0,Female,2.0,Masters,Full Stack Engineer,4.0,104702.0,Australia,Asian,0.0,1.05,99716.19047619047,0
26.0,Male,2.0,Masters,Full Stack Engineer,4.0,89843.0,Australia,Asian,0.0,1.05,85564.76190476191,0
26.0,Male,2.0,Masters,Full Stack Engineer,4.0,91397.0,Australia,Australian,0.0,1.05,87044.76190476191,0
28.0,Female,,Master's Degree,Full Stack Engineer,4.0,110000.0,Australia,White,0.0,1.05,104761.90476190476,0
29.0,Male,,Bachelor's Degree,Full Stack Engineer,4.0,90000.0,Australia,Asian,0.0,1.05,85714.28571428571,0
29.0,Female,,Master's Degree,Full Stack Engineer,4.0,104702.0,Australia,Asian,0.0,1.05,99716.19047619047,0
26.0,Male,,Master's Degree,Full Stack Engineer,4.0,89843.0,Australia,Asian,0.0,1.05,85564.76190476191,0
26.0,Male,,Master's Degree,Full Stack Engineer,4.0,91397.0,Australia,Australian,0.0,1.05,87044.76190476191,0
32.0,Male,1.0,Bachelors,Full Stack Engineer,5.0,115000.0,Australia,White,0.0,1.05,109523.80952380951,0
32.0,Male,1.0,Bachelors,Full Stack Engineer,5.0,120000.0,Australia,Australian,0.0,1.05,114285.71428571428,0
33.0,Female,2.0,Masters,Full Stack Engineer,5.0,120000.0,Australia,Australian,0.0,1.05,114285.71428571428,0
30.0,Male,2.0,Masters,Full Stack Engineer,5.0,105000.0,Australia,Asian,0.0,1.05,100000.0,0
30.0,Male,2.0,Masters,Full Stack Engineer,5.0,105000.0,Australia,White,0.0,1.05,100000.0,0
29.0,Female,3.0,PhD,Full Stack Engineer,5.0,98568.0,Australia,White,0.0,1.05,93874.28571428571,0
30.0,Female,2.0,Masters,Full Stack Engineer,5.0,102828.0,Australia,White,0.0,1.05,97931.42857142857,0
32.0,Male,,Bachelor's Degree,Full Stack Engineer,5.0,115000.0,Australia,White,0.0,1.05,109523.80952380951,0
32.0,Male,,Bachelor's Degree,Full Stack Engineer,5.0,120000.0,Australia,Australian,0.0,1.05,114285.71428571428,0
33.0,Female,,Master's Degree,Full Stack Engineer,5.0,120000.0,Australia,Australian,0.0,1.05,114285.71428571428,0
30.0,Male,,Master's Degree,Full Stack Engineer,5.0,105000.0,Australia,Asian,0.0,1.05,100000.0,0
30.0,Male,,Master's Degree,Full Stack Engineer,5.0,105000.0,Australia,White,0.0,1.05,100000.0,0
30.0,Female,,Master's Degree,Full Stack Engineer,5.0,102828.0,Australia,White,0.0,1.05,97931.42857142857,0
31.0,Male,1.0,Bachelors,Full Stack Engineer,6.0,115000.0,Australia,Asian,0.0,1.05,109523.80952380951,0
33.0,Female,1.0,Bachelors,Full Stack Engineer,6.0,115000.0,Australia,Australian,0.0,1.05,109523.80952380951,0
33.0,Female,1.0,Bachelors,Full Stack Engineer,6.0,115000.0,Australia,Asian,0.0,1.05,109523.80952380951,0
